#! FIELDS model.node-0 model.node-1 file.free
#! SET min_model.node-0 -15
#! SET max_model.node-0 15
#! SET nbins_model.node-0 101
#! SET periodic_model.node-0 false
#! SET min_model.node-1 -15
#! SET max_model.node-1 15
#! SET nbins_model.node-1 101
#! SET periodic_model.node-1 false
-15.000000 -15.000000 47054.757936
-15.000000 -14.700000 45412.774734
-15.000000 -14.400000 43070.259984
-15.000000 -14.100000 40675.512037
-15.000000 -13.800000 38375.519433
-15.000000 -13.500000 36182.377708
-15.000000 -13.200000 34096.452115
-15.000000 -12.900000 32117.742654
-15.000000 -12.600000 30246.249326
-15.000000 -12.300000 28481.972130
-15.000000 -12.000000 26824.911066
-15.000000 -11.700000 25275.066135
-15.000000 -11.400000 23832.437336
-15.000000 -11.100000 22497.024669
-15.000000 -10.800000 21268.828134
-15.000000 -10.500000 20147.847701
-15.000000 -10.200000 19134.081943
-15.000000 -9.900000 18227.505575
-15.000000 -9.600000 17427.912605
-15.000000 -9.300000 16734.618396
-15.000000 -9.000000 16146.982332
-15.000000 -8.700000 15665.406305
-15.000000 -8.400000 15290.640393
-15.000000 -8.100000 15022.746329
-15.000000 -7.800000 14858.335419
-15.000000 -7.500000 14780.351022
-15.000000 -7.200000 14754.920843
-15.000000 -6.900000 14756.746301
-15.000000 -6.600000 14777.475953
-15.000000 -6.300000 14806.251721
-15.000000 -6.000000 14846.546867
-15.000000 -5.700000 14929.853063
-15.000000 -5.400000 15090.146614
-15.000000 -5.100000 15325.921135
-15.000000 -4.800000 15613.414441
-15.000000 -4.500000 15947.386021
-15.000000 -4.200000 16311.113265
-15.000000 -3.900000 16675.752028
-15.000000 -3.600000 17065.238676
-15.000000 -3.300000 17505.861019
-15.000000 -3.000000 17986.639592
-15.000000 -2.700000 18502.199388
-15.000000 -2.400000 19043.661079
-15.000000 -2.100000 19558.570929
-15.000000 -1.800000 20028.657770
-15.000000 -1.500000 20525.381947
-15.000000 -1.200000 21107.851665
-15.000000 -0.900000 21776.351055
-15.000000 -0.600000 22496.970660
-15.000000 -0.300000 23187.646946
-15.000000 0.000000 23702.605122
-15.000000 0.300000 23998.113454
-15.000000 0.600000 24230.687249
-15.000000 0.900000 24534.548569
-15.000000 1.200000 24940.352706
-15.000000 1.500000 25439.874405
-15.000000 1.800000 26001.716138
-15.000000 2.100000 26546.883039
-15.000000 2.400000 26969.960402
-15.000000 2.700000 27265.777156
-15.000000 3.000000 27532.304386
-15.000000 3.300000 27847.408659
